County	Contest	Candidate	CountyVotes	CountyPercent	StateVotes	StatePercent 
Graham	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Graham	Supreme Court Justice- 05	Marla Luckert -  YES	608	52	596888	56 
Graham	Supreme Court Justice- 05	Marla Luckert - NO	552	48	469735	44 
Graham	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Graham	Supreme Court Justice- 07	Caleb Stegall -  YES	799	68	755545	71 
Graham	Supreme Court Justice- 07	Caleb Stegall - NO	374	32	310988	29 
Graham	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Graham	Court of Appeals Judge- 02	Steve Leben -  YES	625	55	617131	60 
Graham	Court of Appeals Judge- 02	Steve Leben - NO	505	45	416193	40 
Graham	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Graham	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	619	55	611319	59 
Graham	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	507	45	418095	41 
Graham	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Graham	Court of Appeals Judge- 06	David E. Bruns -  YES	764	69	741207	72 
Graham	Court of Appeals Judge- 06	David E. Bruns - NO	351	32	289276	28 
Graham	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Graham	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	638	56	609239	59 
Graham	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	507	44	418119	41 
Graham	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Graham	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	616	55	619984	60 
Graham	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	495	45	407733	40 
Graham	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Graham	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	778	70	747292	73 
Graham	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	340	30	281959	27 
Graham	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Graham	Constitutional Amendment	Constitutional Amendment -  YES	1125	92	914850	81 
Graham	Constitutional Amendment	Constitutional Amendment - NO	104	9	210123	19 
Grant	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Grant	President / Vice President	i-Jill Stein	31	1	22698	2 
Grant	President / Vice President	D-Hillary Rodham Clinton	427	19	414788	36 
Grant	President / Vice President	L-Gary Johnson	98	4	53648	5 
Grant	President / Vice President	R-Donald J. Trump	1755	76	656009	57 
Grant	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Grant	United States Senate	D-Patrick Wiesner	306	14	368672	32 
Grant	United States Senate	L-Robert D. Garrard	125	6	63428	6 
Grant	United States Senate	R-Jerry Moran	1844	81	716661	62 
Grant	United States House of Representatives 001	Candidate	CountyVotes	County	StateVotes	State 
Grant	United States House of Representatives 001	i-Alan LaPolice	264	12	66218	26 
Grant	United States House of Representatives 001	L-Kerry Burt	156	7	18415	7 
Grant	United States House of Representatives 001	R-Roger Marshall	1792	81	166051	66 
Grant	Kansas Senate 039	Candidate	CountyVotes	County	StateVotes	State 
Grant	Kansas Senate 039	D-A. Zacheriah Worf	307	14	3322	17 
Grant	Kansas Senate 039	R-John Doll	1936	86	16792	84 
Grant	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Grant	Supreme Court Justice- 01	Carol A. Beier -  YES	1161	54	603487	56 
Grant	Supreme Court Justice- 01	Carol A. Beier - NO	982	46	471746	44 
Grant	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Grant	Supreme Court Justice- 02	Dan Biles -  YES	1100	52	593419	56 
Grant	Supreme Court Justice- 02	Dan Biles - NO	1008	48	475709	45 
Grant	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Grant	Supreme Court Justice- 03	Lawton R. Nuss -  YES	1101	52	589756	55 
Grant	Supreme Court Justice- 03	Lawton R. Nuss - NO	1006	48	477811	45 
Grant	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Grant	Supreme Court Justice- 05	Marla Luckert -  YES	1112	53	596888	56 
Grant	Supreme Court Justice- 05	Marla Luckert - NO	995	47	469735	44 
Grant	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Grant	Supreme Court Justice- 07	Caleb Stegall -  YES	1534	72	755545	71 
Grant	Supreme Court Justice- 07	Caleb Stegall - NO	594	28	310988	29 
Grant	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Grant	Court of Appeals Judge- 02	Steve Leben -  YES	1173	57	617131	60 
Grant	Court of Appeals Judge- 02	Steve Leben - NO	900	43	416193	40 
Grant	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Grant	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	1141	55	611319	59 
Grant	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	919	45	418095	41 
Grant	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Grant	Court of Appeals Judge- 06	David E. Bruns -  YES	1481	71	741207	72 
Grant	Court of Appeals Judge- 06	David E. Bruns - NO	595	29	289276	28 
Grant	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Grant	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	1146	56	609239	59 
Grant	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	913	44	418119	41 
Grant	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Grant	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	1170	57	619984	60 
Grant	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	893	43	407733	40 
Grant	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Grant	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	1510	73	747292	73 
Grant	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	565	27	281959	27 
Grant	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Grant	Constitutional Amendment	Constitutional Amendment -  YES	1999	91	914850	81 
Grant	Constitutional Amendment	Constitutional Amendment - NO	195	9	210123	19 
Gray	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Gray	President / Vice President	i-Jill Stein	30	2	22698	2 
Gray	President / Vice President	D-Hillary Rodham Clinton	257	13	414788	36 
Gray	President / Vice President	L-Gary Johnson	73	4	53648	5 
Gray	President / Vice President	R-Donald J. Trump	1651	82	656009	57 
Gray	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Gray	United States Senate	D-Patrick Wiesner	218	11	368672	32 
Gray	United States Senate	L-Robert D. Garrard	79	4	63428	6 
Gray	United States Senate	R-Jerry Moran	1707	85	716661	62 
Gray	United States House of Representatives 001	Candidate	CountyVotes	County	StateVotes	State 
Gray	United States House of Representatives 001	i-Alan LaPolice	360	18	66218	26 
Gray	United States House of Representatives 001	L-Kerry Burt	90	5	18415	7 
Gray	United States House of Representatives 001	R-Roger Marshall	1503	77	166051	66 
Gray	Kansas Senate 038	Candidate	CountyVotes	County	StateVotes	State 
Gray	Kansas Senate 038	D-Miguel Angel Rodriguez	261	13	3875	24 
Gray	Kansas Senate 038	R-Bud Estes	1717	87	12518	76 
Gray	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Gray	Supreme Court Justice- 01	Carol A. Beier -  YES	577	30	603487	56 
Gray	Supreme Court Justice- 01	Carol A. Beier - NO	1356	70	471746	44 
Gray	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Gray	Supreme Court Justice- 02	Dan Biles -  YES	559	29	593419	56 
Gray	Supreme Court Justice- 02	Dan Biles - NO	1364	71	475709	45 
Gray	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Gray	Supreme Court Justice- 03	Lawton R. Nuss -  YES	545	28	589756	55 
Gray	Supreme Court Justice- 03	Lawton R. Nuss - NO	1375	72	477811	45 
Gray	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Gray	Supreme Court Justice- 05	Marla Luckert -  YES	557	29	596888	56 
Gray	Supreme Court Justice- 05	Marla Luckert - NO	1362	71	469735	44 
Gray	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Gray	Supreme Court Justice- 07	Caleb Stegall -  YES	1158	60	755545	71 
Gray	Supreme Court Justice- 07	Caleb Stegall - NO	761	40	310988	29 
Gray	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Gray	Court of Appeals Judge- 02	Steve Leben -  YES	679	37	617131	60 
Gray	Court of Appeals Judge- 02	Steve Leben - NO	1160	63	416193	40 
Gray	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Gray	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	680	37	611319	59 
Gray	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	1153	63	418095	41 
Gray	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Gray	Court of Appeals Judge- 06	David E. Bruns -  YES	1047	57	741207	72 
Gray	Court of Appeals Judge- 06	David E. Bruns - NO	785	43	289276	28 
Gray	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Gray	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	675	37	609239	59 
Gray	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	1155	63	418119	41 
Gray	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Gray	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	683	38	619984	60 
Gray	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	1139	63	407733	40 
Gray	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Gray	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	1064	58	747292	73 
Gray	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	770	42	281959	27 
Gray	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Gray	Constitutional Amendment	Constitutional Amendment -  YES	1798	92	914850	81 
Gray	Constitutional Amendment	Constitutional Amendment - NO	148	8	210123	19 
Greeley	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Greeley	President / Vice President	i-Jill Stein	8	1	22698	2 
Greeley	President / Vice President	D-Hillary Rodham Clinton	83	13	414788	36 
Greeley	President / Vice President	L-Gary Johnson	25	4	53648	5 
Greeley	President / Vice President	R-Donald J. Trump	523	82	656009	57 
Greeley	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Greeley	United States Senate	D-Patrick Wiesner	48	8	368672	32 
Greeley	United States Senate	L-Robert D. Garrard	23	4	63428	6 
Greeley	United States Senate	R-Jerry Moran	559	89	716661	62 
Greeley	United States House of Representatives 001	Candidate	CountyVotes	County	StateVotes	State 
Greeley	United States House of Representatives 001	i-Alan LaPolice	62	10	66218	26 
Greeley	United States House of Representatives 001	L-Kerry Burt	34	6	18415	7 
Greeley	United States House of Representatives 001	R-Roger Marshall	515	84	166051	66 
Greeley	Kansas Senate 039	Candidate	CountyVotes	County	StateVotes	State 
Greeley	Kansas Senate 039	D-A. Zacheriah Worf	64	11	3322	17 
Greeley	Kansas Senate 039	R-John Doll	535	89	16792	84 
Greeley	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Greeley	Supreme Court Justice- 01	Carol A. Beier -  YES	304	53	603487	56 
Greeley	Supreme Court Justice- 01	Carol A. Beier - NO	274	47	471746	44 
Greeley	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Greeley	Supreme Court Justice- 02	Dan Biles -  YES	288	50	593419	56 
Greeley	Supreme Court Justice- 02	Dan Biles - NO	285	50	475709	45 
Greeley	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Greeley	Supreme Court Justice- 03	Lawton R. Nuss -  YES	292	51	589756	55 
Greeley	Supreme Court Justice- 03	Lawton R. Nuss - NO	283	49	477811	45 
Greeley	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Greeley	Supreme Court Justice- 05	Marla Luckert -  YES	298	52	596888	56 
Greeley	Supreme Court Justice- 05	Marla Luckert - NO	276	48	469735	44 
Greeley	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Greeley	Supreme Court Justice- 07	Caleb Stegall -  YES	407	70	755545	71 
Greeley	Supreme Court Justice- 07	Caleb Stegall - NO	173	30	310988	29 
Greeley	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Greeley	Court of Appeals Judge- 02	Steve Leben -  YES	319	57	617131	60 
Greeley	Court of Appeals Judge- 02	Steve Leben - NO	239	43	416193	40 
Greeley	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Greeley	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	315	57	611319	59 
Greeley	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	243	44	418095	41 
Greeley	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Greeley	Court of Appeals Judge- 06	David E. Bruns -  YES	400	71	741207	72 
Greeley	Court of Appeals Judge- 06	David E. Bruns - NO	160	29	289276	28 
Greeley	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Greeley	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	315	57	609239	59 
Greeley	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	241	43	418119	41 
Greeley	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Greeley	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	318	58	619984	60 
Greeley	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	229	42	407733	40 
Greeley	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Greeley	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	396	71	747292	73 
Greeley	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	161	29	281959	27 
Greeley	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Greeley	Constitutional Amendment	Constitutional Amendment -  YES	548	89	914850	81 
Greeley	Constitutional Amendment	Constitutional Amendment - NO	67	11	210123	19 
Greenwood	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Greenwood	President / Vice President	i-Jill Stein	59	2	22698	2 
Greenwood	President / Vice President	D-Hillary Rodham Clinton	484	17	414788	36 
Greenwood	President / Vice President	L-Gary Johnson	122	4	53648	5 
Greenwood	President / Vice President	R-Donald J. Trump	2146	76	656009	57 
Greenwood	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Greenwood	United States Senate	D-Patrick Wiesner	458	16	368672	32 
Greenwood	United States Senate	L-Robert D. Garrard	178	6	63428	6 
Greenwood	United States Senate	R-Jerry Moran	2153	77	716661	62 
Greenwood	United States House of Representatives 004	Candidate	CountyVotes	County	StateVotes	State 
Greenwood	United States House of Representatives 004	i-Miranda Allen	182	7	18358	7 
Greenwood	United States House of Representatives 004	D-Daniel B. Giroux	462	17	78822	29 
Greenwood	United States House of Representatives 004	L-Gorden J. Bakken	91	3	7420	3 
Greenwood	United States House of Representatives 004	R-Michael Pompeo	2047	74	163406	61 
Greenwood	Kansas Senate 014	Candidate	CountyVotes	County	StateVotes	State 
Greenwood	Kansas Senate 014	D-Mark Pringle	704	26	7620	27 
Greenwood	Kansas Senate 014	R-Bruce Givens	2013	74	20551	73 
Greenwood	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Greenwood	Supreme Court Justice- 01	Carol A. Beier -  YES	1293	48	603487	56 
Greenwood	Supreme Court Justice- 01	Carol A. Beier - NO	1401	52	471746	44 
Greenwood	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Greenwood	Supreme Court Justice- 02	Dan Biles -  YES	1298	49	593419	56 
Greenwood	Supreme Court Justice- 02	Dan Biles - NO	1379	52	475709	45 
Greenwood	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Greenwood	Supreme Court Justice- 03	Lawton R. Nuss -  YES	1279	48	589756	55 
Greenwood	Supreme Court Justice- 03	Lawton R. Nuss - NO	1400	52	477811	45 
Greenwood	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Greenwood	Supreme Court Justice- 05	Marla Luckert -  YES	1286	48	596888	56 
Greenwood	Supreme Court Justice- 05	Marla Luckert - NO	1386	52	469735	44 
Greenwood	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Greenwood	Supreme Court Justice- 07	Caleb Stegall -  YES	1856	69	755545	71 
Greenwood	Supreme Court Justice- 07	Caleb Stegall - NO	826	31	310988	29 
Greenwood	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Greenwood	Court of Appeals Judge- 02	Steve Leben -  YES	1331	51	617131	60 
Greenwood	Court of Appeals Judge- 02	Steve Leben - NO	1259	49	416193	40 
Greenwood	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Greenwood	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	1306	51	611319	59 
Greenwood	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	1280	50	418095	41 
Greenwood	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Greenwood	Court of Appeals Judge- 06	David E. Bruns -  YES	1716	67	741207	72 
Greenwood	Court of Appeals Judge- 06	David E. Bruns - NO	863	34	289276	28 
Greenwood	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Greenwood	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	1304	51	609239	59 
Greenwood	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	1267	49	418119	41 
Greenwood	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Greenwood	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	1336	52	619984	60 
Greenwood	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	1238	48	407733	40 
Greenwood	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Greenwood	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	1725	67	747292	73 
Greenwood	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	846	33	281959	27 
Greenwood	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Greenwood	Constitutional Amendment	Constitutional Amendment -  YES	2443	89	914850	81 
Greenwood	Constitutional Amendment	Constitutional Amendment - NO	298	11	210123	19 
Hamilton	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Hamilton	President / Vice President	i-Jill Stein	13	2	22698	2 
Hamilton	President / Vice President	D-Hillary Rodham Clinton	114	14	414788	36 
Hamilton	President / Vice President	L-Gary Johnson	30	4	53648	5 
Hamilton	President / Vice President	R-Donald J. Trump	690	82	656009	57 
Hamilton	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Hamilton	United States Senate	D-Patrick Wiesner	80	10	368672	32 
Hamilton	United States Senate	L-Robert D. Garrard	45	5	63428	6 
Hamilton	United States Senate	R-Jerry Moran	713	85	716661	62 
Hamilton	United States House of Representatives 001	Candidate	CountyVotes	County	StateVotes	State 
Hamilton	United States House of Representatives 001	i-Alan LaPolice	98	12	66218	26 
Hamilton	United States House of Representatives 001	L-Kerry Burt	59	7	18415	7 
Hamilton	United States House of Representatives 001	R-Roger Marshall	653	81	166051	66 
Hamilton	Kansas Senate 039	Candidate	CountyVotes	County	StateVotes	State 
Hamilton	Kansas Senate 039	D-A. Zacheriah Worf	80	10	3322	17 
Hamilton	Kansas Senate 039	R-John Doll	745	90	16792	84 
Hamilton	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Hamilton	Supreme Court Justice- 01	Carol A. Beier -  YES	397	51	603487	56 
Hamilton	Supreme Court Justice- 01	Carol A. Beier - NO	385	49	471746	44 
Hamilton	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Hamilton	Supreme Court Justice- 02	Dan Biles -  YES	395	51	593419	56 
Hamilton	Supreme Court Justice- 02	Dan Biles - NO	376	49	475709	45 
Hamilton	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Hamilton	Supreme Court Justice- 03	Lawton R. Nuss -  YES	392	51	589756	55 
Hamilton	Supreme Court Justice- 03	Lawton R. Nuss - NO	381	49	477811	45 
Hamilton	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Hamilton	Supreme Court Justice- 05	Marla Luckert -  YES	391	51	596888	56 
Hamilton	Supreme Court Justice- 05	Marla Luckert - NO	382	49	469735	44 
Hamilton	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Hamilton	Supreme Court Justice- 07	Caleb Stegall -  YES	543	70	755545	71 
Hamilton	Supreme Court Justice- 07	Caleb Stegall - NO	235	30	310988	29 
Hamilton	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Hamilton	Court of Appeals Judge- 02	Steve Leben -  YES	410	54	617131	60 
Hamilton	Court of Appeals Judge- 02	Steve Leben - NO	351	46	416193	40 
Hamilton	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Hamilton	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	395	52	611319	59 
Hamilton	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	364	48	418095	41 
Hamilton	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Hamilton	Court of Appeals Judge- 06	David E. Bruns -  YES	529	70	741207	72 
Hamilton	Court of Appeals Judge- 06	David E. Bruns - NO	225	30	289276	28 
Hamilton	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Hamilton	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	397	53	609239	59 
Hamilton	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	359	48	418119	41 
Hamilton	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Hamilton	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	395	53	619984	60 
Hamilton	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	357	48	407733	40 
Hamilton	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Hamilton	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	538	71	747292	73 
Hamilton	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	221	29	281959	27 
Hamilton	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Hamilton	Constitutional Amendment	Constitutional Amendment -  YES	753	90	914850	81 
Hamilton	Constitutional Amendment	Constitutional Amendment - NO	87	10	210123	19 
Harper	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Harper	President / Vice President	i-Jill Stein	60	2	22698	2 
Harper	President / Vice President	D-Hillary Rodham Clinton	388	15	414788	36 
Harper	President / Vice President	L-Gary Johnson	115	5	53648	5 
Harper	President / Vice President	R-Donald J. Trump	1950	78	656009	57 
Harper	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Harper	United States Senate	D-Patrick Wiesner	366	15	368672	32 
Harper	United States Senate	L-Robert D. Garrard	121	5	63428	6 
Harper	United States Senate	R-Jerry Moran	1976	80	716661	62 
Harper	United States House of Representatives 004	Candidate	CountyVotes	County	StateVotes	State 
Harper	United States House of Representatives 004	i-Miranda Allen	312	13	18358	7 
Harper	United States House of Representatives 004	D-Daniel B. Giroux	299	12	78822	29 
Harper	United States House of Representatives 004	L-Gorden J. Bakken	57	2	7420	3 
Harper	United States House of Representatives 004	R-Michael Pompeo	1835	73	163406	61 
Harper	Kansas Senate 032	Candidate	CountyVotes	County	StateVotes	State 
Harper	Kansas Senate 032	D-Don Shimkus	644	27	9621	38 
Harper	Kansas Senate 032	R-Larry W. Alley	1747	73	15852	62 
Harper	Kansas House of Representatives 116	Candidate	CountyVotes	County	StateVotes	State 
Harper	Kansas House of Representatives 116	D-Jolene E. Roitman	887	36	3687	40 
Harper	Kansas House of Representatives 116	R-Kyle D. Hoffman	1548	64	5434	60 
Harper	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Harper	Supreme Court Justice- 01	Carol A. Beier -  YES	1130	48	603487	56 
Harper	Supreme Court Justice- 01	Carol A. Beier - NO	1216	52	471746	44 
Harper	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Harper	Supreme Court Justice- 02	Dan Biles -  YES	1152	49	593419	56 
Harper	Supreme Court Justice- 02	Dan Biles - NO	1184	51	475709	45 
Harper	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Harper	Supreme Court Justice- 03	Lawton R. Nuss -  YES	1112	48	589756	55 
Harper	Supreme Court Justice- 03	Lawton R. Nuss - NO	1211	52	477811	45 
Harper	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Harper	Supreme Court Justice- 05	Marla Luckert -  YES	1128	49	596888	56 
Harper	Supreme Court Justice- 05	Marla Luckert - NO	1187	51	469735	44 
Harper	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Harper	Supreme Court Justice- 07	Caleb Stegall -  YES	1557	67	755545	71 
Harper	Supreme Court Justice- 07	Caleb Stegall - NO	775	33	310988	29 
Harper	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Harper	Court of Appeals Judge- 02	Steve Leben -  YES	1193	54	617131	60 
Harper	Court of Appeals Judge- 02	Steve Leben - NO	1019	46	416193	40 
Harper	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Harper	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	1155	53	611319	59 
Harper	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	1017	47	418095	41 
Harper	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Harper	Court of Appeals Judge- 06	David E. Bruns -  YES	1453	66	741207	72 
Harper	Court of Appeals Judge- 06	David E. Bruns - NO	737	34	289276	28 
Harper	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Harper	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	1170	54	609239	59 
Harper	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	1010	46	418119	41 
Harper	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Harper	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	1180	55	619984	60 
Harper	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	984	46	407733	40 
Harper	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Harper	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	1495	68	747292	73 
Harper	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	695	32	281959	27 
Harper	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Harper	Constitutional Amendment	Constitutional Amendment -  YES	2156	90	914850	81 
Harper	Constitutional Amendment	Constitutional Amendment - NO	245	10	210123	19 
Harvey	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Harvey	President / Vice President	i-Jill Stein	358	3	22698	2 
Harvey	President / Vice President	D-Hillary Rodham Clinton	5006	34	414788	36 
Harvey	President / Vice President	L-Gary Johnson	673	5	53648	5 
Harvey	President / Vice President	R-Donald J. Trump	8503	59	656009	57 
Harvey	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Harvey	United States Senate	D-Patrick Wiesner	4181	29	368672	32 
Harvey	United States Senate	L-Robert D. Garrard	799	6	63428	6 
