County	Contest	Candidate	CountyVotes	CountyPercent	StateVotes	StatePercent 
Harvey	United States Senate	R-Jerry Moran	9652	66	716661	62 
Harvey	United States House of Representatives 004	Candidate	CountyVotes	County	StateVotes	State 
Harvey	United States House of Representatives 004	i-Miranda Allen	879	6	18358	7 
Harvey	United States House of Representatives 004	D-Daniel B. Giroux	4390	30	78822	29 
Harvey	United States House of Representatives 004	L-Gorden J. Bakken	327	2	7420	3 
Harvey	United States House of Representatives 004	R-Michael Pompeo	9072	62	163406	61 
Harvey	Kansas Senate 031	Candidate	CountyVotes	County	StateVotes	State 
Harvey	Kansas Senate 031	D-J. Michelle Vann	3261	23	7845	25 
Harvey	Kansas Senate 031	R-Carolyn McGinn	11089	77	23000	75 
Harvey	Kansas House of Representatives 072	Candidate	CountyVotes	County	StateVotes	State 
Harvey	Kansas House of Representatives 072	D-Tim Hodge	4792	52	4881	51 
Harvey	Kansas House of Representatives 072	R-Marc Rhoades	4410	48	4646	49 
Harvey	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Harvey	Supreme Court Justice- 01	Carol A. Beier -  YES	8193	58	603487	56 
Harvey	Supreme Court Justice- 01	Carol A. Beier - NO	6023	42	471746	44 
Harvey	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Harvey	Supreme Court Justice- 02	Dan Biles -  YES	8112	57	593419	56 
Harvey	Supreme Court Justice- 02	Dan Biles - NO	6020	43	475709	45 
Harvey	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Harvey	Supreme Court Justice- 03	Lawton R. Nuss -  YES	8113	57	589756	55 
Harvey	Supreme Court Justice- 03	Lawton R. Nuss - NO	6033	43	477811	45 
Harvey	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Harvey	Supreme Court Justice- 05	Marla Luckert -  YES	8161	58	596888	56 
Harvey	Supreme Court Justice- 05	Marla Luckert - NO	5968	42	469735	44 
Harvey	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Harvey	Supreme Court Justice- 07	Caleb Stegall -  YES	10966	78	755545	71 
Harvey	Supreme Court Justice- 07	Caleb Stegall - NO	3191	23	310988	29 
Harvey	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Harvey	Court of Appeals Judge- 02	Steve Leben -  YES	8360	62	617131	60 
Harvey	Court of Appeals Judge- 02	Steve Leben - NO	5211	38	416193	40 
Harvey	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Harvey	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	8250	61	611319	59 
Harvey	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	5276	39	418095	41 
Harvey	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Harvey	Court of Appeals Judge- 06	David E. Bruns -  YES	10616	78	741207	72 
Harvey	Court of Appeals Judge- 06	David E. Bruns - NO	2961	22	289276	28 
Harvey	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Harvey	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	8241	61	609239	59 
Harvey	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	5260	39	418119	41 
Harvey	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Harvey	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	8365	62	619984	60 
Harvey	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	5126	38	407733	40 
Harvey	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Harvey	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	10534	78	747292	73 
Harvey	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	2950	22	281959	27 
Harvey	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Harvey	Constitutional Amendment	Constitutional Amendment -  YES	11832	83	914850	81 
Harvey	Constitutional Amendment	Constitutional Amendment - NO	2470	17	210123	19 
Haskell	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Haskell	President / Vice President	i-Jill Stein	21	2	22698	2 
Haskell	President / Vice President	D-Hillary Rodham Clinton	228	18	414788	36 
Haskell	President / Vice President	L-Gary Johnson	40	3	53648	5 
Haskell	President / Vice President	R-Donald J. Trump	1011	78	656009	57 
Haskell	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Haskell	United States Senate	D-Patrick Wiesner	146	11	368672	32 
Haskell	United States Senate	L-Robert D. Garrard	47	4	63428	6 
Haskell	United States Senate	R-Jerry Moran	1104	85	716661	62 
Haskell	United States House of Representatives 001	Candidate	CountyVotes	County	StateVotes	State 
Haskell	United States House of Representatives 001	i-Alan LaPolice	207	17	66218	26 
Haskell	United States House of Representatives 001	L-Kerry Burt	75	6	18415	7 
Haskell	United States House of Representatives 001	R-Roger Marshall	968	77	166051	66 
Haskell	Kansas Senate 039	Candidate	CountyVotes	County	StateVotes	State 
Haskell	Kansas Senate 039	D-A. Zacheriah Worf	155	13	3322	17 
Haskell	Kansas Senate 039	R-John Doll	1086	88	16792	84 
Haskell	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Haskell	Supreme Court Justice- 01	Carol A. Beier -  YES	557	45	603487	56 
Haskell	Supreme Court Justice- 01	Carol A. Beier - NO	674	55	471746	44 
Haskell	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Haskell	Supreme Court Justice- 02	Dan Biles -  YES	537	44	593419	56 
Haskell	Supreme Court Justice- 02	Dan Biles - NO	685	56	475709	45 
Haskell	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Haskell	Supreme Court Justice- 03	Lawton R. Nuss -  YES	550	45	589756	55 
Haskell	Supreme Court Justice- 03	Lawton R. Nuss - NO	667	55	477811	45 
Haskell	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Haskell	Supreme Court Justice- 05	Marla Luckert -  YES	557	46	596888	56 
Haskell	Supreme Court Justice- 05	Marla Luckert - NO	656	54	469735	44 
Haskell	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Haskell	Supreme Court Justice- 07	Caleb Stegall -  YES	873	71	755545	71 
Haskell	Supreme Court Justice- 07	Caleb Stegall - NO	353	29	310988	29 
Haskell	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Haskell	Court of Appeals Judge- 02	Steve Leben -  YES	582	50	617131	60 
Haskell	Court of Appeals Judge- 02	Steve Leben - NO	592	50	416193	40 
Haskell	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Haskell	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	561	48	611319	59 
Haskell	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	611	52	418095	41 
Haskell	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Haskell	Court of Appeals Judge- 06	David E. Bruns -  YES	804	68	741207	72 
Haskell	Court of Appeals Judge- 06	David E. Bruns - NO	374	32	289276	28 
Haskell	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Haskell	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	565	49	609239	59 
Haskell	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	599	52	418119	41 
Haskell	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Haskell	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	806	69	619984	60 
Haskell	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	364	31	407733	40 
Haskell	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Haskell	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	579	50	747292	73 
Haskell	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	583	50	281959	27 
Haskell	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Haskell	Constitutional Amendment	Constitutional Amendment -  YES	1138	91	914850	81 
Haskell	Constitutional Amendment	Constitutional Amendment - NO	119	10	210123	19 
Hodgeman	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Hodgeman	President / Vice President	i-Jill Stein	16	2	22698	2 
Hodgeman	President / Vice President	D-Hillary Rodham Clinton	124	12	414788	36 
Hodgeman	President / Vice President	L-Gary Johnson	21	2	53648	5 
Hodgeman	President / Vice President	R-Donald J. Trump	845	84	656009	57 
Hodgeman	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Hodgeman	United States Senate	D-Patrick Wiesner	83	8	368672	32 
Hodgeman	United States Senate	L-Robert D. Garrard	39	4	63428	6 
Hodgeman	United States Senate	R-Jerry Moran	879	88	716661	62 
Hodgeman	United States House of Representatives 001	Candidate	CountyVotes	County	StateVotes	State 
Hodgeman	United States House of Representatives 001	i-Alan LaPolice	189	20	66218	26 
Hodgeman	United States House of Representatives 001	L-Kerry Burt	48	5	18415	7 
Hodgeman	United States House of Representatives 001	R-Roger Marshall	722	75	166051	66 
Hodgeman	Kansas Senate 033	Candidate	CountyVotes	County	StateVotes	State 
Hodgeman	Kansas Senate 033	D-Matt Bristow	156	21	6358	23 
Hodgeman	Kansas Senate 033	R-Mary Jo Taylor	602	79	20759	77 
Hodgeman	Kansas Senate 038	Candidate	CountyVotes	County	StateVotes	State 
Hodgeman	Kansas Senate 038	D-Miguel Angel Rodriguez	16	8	3875	24 
Hodgeman	Kansas Senate 038	R-Bud Estes	175	92	12518	76 
Hodgeman	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Hodgeman	Supreme Court Justice- 01	Carol A. Beier -  YES	319	35	603487	56 
Hodgeman	Supreme Court Justice- 01	Carol A. Beier - NO	583	65	471746	44 
Hodgeman	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Hodgeman	Supreme Court Justice- 02	Dan Biles -  YES	335	35	593419	56 
Hodgeman	Supreme Court Justice- 02	Dan Biles - NO	630	65	475709	45 
Hodgeman	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Hodgeman	Supreme Court Justice- 03	Lawton R. Nuss -  YES	324	34	589756	55 
Hodgeman	Supreme Court Justice- 03	Lawton R. Nuss - NO	640	66	477811	45 
Hodgeman	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Hodgeman	Supreme Court Justice- 05	Marla Luckert -  YES	327	34	596888	56 
Hodgeman	Supreme Court Justice- 05	Marla Luckert - NO	638	66	469735	44 
Hodgeman	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Hodgeman	Supreme Court Justice- 07	Caleb Stegall -  YES	639	66	755545	71 
Hodgeman	Supreme Court Justice- 07	Caleb Stegall - NO	325	34	310988	29 
Hodgeman	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Hodgeman	Court of Appeals Judge- 02	Steve Leben -  YES	344	38	617131	60 
Hodgeman	Court of Appeals Judge- 02	Steve Leben - NO	565	62	416193	40 
Hodgeman	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Hodgeman	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	336	37	611319	59 
Hodgeman	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	572	63	418095	41 
Hodgeman	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Hodgeman	Court of Appeals Judge- 06	David E. Bruns -  YES	568	62	741207	72 
Hodgeman	Court of Appeals Judge- 06	David E. Bruns - NO	342	38	289276	28 
Hodgeman	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Hodgeman	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	336	37	609239	59 
Hodgeman	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	571	63	418119	41 
Hodgeman	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Hodgeman	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	341	38	619984	60 
Hodgeman	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	567	62	407733	40 
Hodgeman	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Hodgeman	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	581	64	747292	73 
Hodgeman	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	328	36	281959	27 
Hodgeman	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Hodgeman	Constitutional Amendment	Constitutional Amendment -  YES	846	88	914850	81 
Hodgeman	Constitutional Amendment	Constitutional Amendment - NO	112	12	210123	19 
Jackson	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Jackson	President / Vice President	i-Jill Stein	139	2	22698	2 
Jackson	President / Vice President	D-Hillary Rodham Clinton	1489	26	414788	36 
Jackson	President / Vice President	L-Gary Johnson	211	4	53648	5 
Jackson	President / Vice President	R-Donald J. Trump	3888	68	656009	57 
Jackson	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Jackson	United States Senate	D-Patrick Wiesner	1403	24	368672	32 
Jackson	United States Senate	L-Robert D. Garrard	286	5	63428	6 
Jackson	United States Senate	R-Jerry Moran	4063	71	716661	62 
Jackson	United States House of Representatives 002	Candidate	CountyVotes	County	StateVotes	State 
Jackson	United States House of Representatives 002	D-Britani Potter	1483	26	94561	33 
Jackson	United States House of Representatives 002	L-James Houston Bales	310	5	18700	6 
Jackson	United States House of Representatives 002	R-Lynn Jenkins	3984	69	177851	61 
Jackson	Kansas Senate 001	Candidate	CountyVotes	County	StateVotes	State 
Jackson	Kansas Senate 001	D-Jerry Henry	2308	40	12891	42 
Jackson	Kansas Senate 001	R-Dennis D. Pyle	3424	60	18055	58 
Jackson	Kansas House of Representatives 061	Candidate	CountyVotes	County	StateVotes	State 
Jackson	Kansas House of Representatives 061	D-Lauren Van Wagoner	2686	50	3844	39 
Jackson	Kansas House of Representatives 061	R-Francis Awerkamp	2692	50	6117	61 
Jackson	Member, State Board of Education 006	Candidate	CountyVotes	County	StateVotes	State 
Jackson	Member, State Board of Education 006	i-Aaron Estabrook	2235	43	39419	37 
Jackson	Member, State Board of Education 006	R-Deena L. Horst	2966	57	67619	63 
Jackson	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Jackson	Supreme Court Justice- 01	Carol A. Beier -  YES	3218	59	603487	56 
Jackson	Supreme Court Justice- 01	Carol A. Beier - NO	2244	41	471746	44 
Jackson	Supreme Court Justice- 02	Candidate	CountyVotes	County	StateVotes	State 
Jackson	Supreme Court Justice- 02	Dan Biles -  YES	3157	58	593419	56 
Jackson	Supreme Court Justice- 02	Dan Biles - NO	2259	42	475709	45 
Jackson	Supreme Court Justice- 03	Candidate	CountyVotes	County	StateVotes	State 
Jackson	Supreme Court Justice- 03	Lawton R. Nuss -  YES	3186	59	589756	55 
Jackson	Supreme Court Justice- 03	Lawton R. Nuss - NO	2239	41	477811	45 
Jackson	Supreme Court Justice- 05	Candidate	CountyVotes	County	StateVotes	State 
Jackson	Supreme Court Justice- 05	Marla Luckert -  YES	3203	59	596888	56 
Jackson	Supreme Court Justice- 05	Marla Luckert - NO	2207	41	469735	44 
Jackson	Supreme Court Justice- 07	Candidate	CountyVotes	County	StateVotes	State 
Jackson	Supreme Court Justice- 07	Caleb Stegall -  YES	3753	70	755545	71 
Jackson	Supreme Court Justice- 07	Caleb Stegall - NO	1634	30	310988	29 
Jackson	Court of Appeals Judge- 02	Candidate	CountyVotes	County	StateVotes	State 
Jackson	Court of Appeals Judge- 02	Steve Leben -  YES	3165	61	617131	60 
Jackson	Court of Appeals Judge- 02	Steve Leben - NO	2024	39	416193	40 
Jackson	Court of Appeals Judge- 03	Candidate	CountyVotes	County	StateVotes	State 
Jackson	Court of Appeals Judge- 03	G. Joseph Pierron -  YES Jr.	3128	60	611319	59 
Jackson	Court of Appeals Judge- 03	G. Joseph Pierron - NO Jr.	2094	40	418095	41 
Jackson	Court of Appeals Judge- 06	Candidate	CountyVotes	County	StateVotes	State 
Jackson	Court of Appeals Judge- 06	David E. Bruns -  YES	3777	72	741207	72 
Jackson	Court of Appeals Judge- 06	David E. Bruns - NO	1480	28	289276	28 
Jackson	Court of Appeals Judge- 08	Candidate	CountyVotes	County	StateVotes	State 
Jackson	Court of Appeals Judge- 08	G. Gordon Atcheson -  YES	3101	60	609239	59 
Jackson	Court of Appeals Judge- 08	G. Gordon Atcheson - NO	2101	40	418119	41 
Jackson	Court of Appeals Judge- 09	Candidate	CountyVotes	County	StateVotes	State 
Jackson	Court of Appeals Judge- 09	Karen Arnold-Burger  - YES	3119	60	619984	60 
Jackson	Court of Appeals Judge- 09	Karen Arnold-Burger - NO	2093	40	407733	40 
Jackson	Court of Appeals Judge- 14	Candidate	CountyVotes	County	StateVotes	State 
Jackson	Court of Appeals Judge- 14	Kathryn A. Gardner -  YES	3712	72	747292	73 
Jackson	Court of Appeals Judge- 14	Kathryn A. Gardner - NO	1470	28	281959	27 
Jackson	Constitutional Amendment	Candidate	CountyVotes	County	StateVotes	State 
Jackson	Constitutional Amendment	Constitutional Amendment -  YES	4813	88	914850	81 
Jackson	Constitutional Amendment	Constitutional Amendment - NO	684	12	210123	19 
Jefferson	President / Vice President	Candidate	CountyVotes	County	StateVotes	State 
Jefferson	President / Vice President	i-Jill Stein	181	2	22698	2 
Jefferson	President / Vice President	D-Hillary Rodham Clinton	2483	31	414788	36 
Jefferson	President / Vice President	L-Gary Johnson	375	5	53648	5 
Jefferson	President / Vice President	R-Donald J. Trump	5112	63	656009	57 
Jefferson	United States Senate	Candidate	CountyVotes	County	StateVotes	State 
Jefferson	United States Senate	D-Patrick Wiesner	2460	30	368672	32 
Jefferson	United States Senate	L-Robert D. Garrard	398	5	63428	6 
Jefferson	United States Senate	R-Jerry Moran	5365	65	716661	62 
Jefferson	United States House of Representatives 002	Candidate	CountyVotes	County	StateVotes	State 
Jefferson	United States House of Representatives 002	D-Britani Potter	2235	27	94561	33 
Jefferson	United States House of Representatives 002	L-James Houston Bales	515	6	18700	6 
Jefferson	United States House of Representatives 002	R-Lynn Jenkins	5524	67	177851	61 
Jefferson	Kansas Senate 002	Candidate	CountyVotes	County	StateVotes	State 
Jefferson	Kansas Senate 002	D-Marci Francisco	2575	35	23317	66 
Jefferson	Kansas Senate 002	R-Meredith Richey	4883	66	12118	34 
Jefferson	Kansas Senate 019	Candidate	CountyVotes	County	StateVotes	State 
Jefferson	Kansas Senate 019	D-Anthony Hensley	341	49	15847	57 
Jefferson	Kansas Senate 019	R-Zach Haney	362	52	11847	43 
Jefferson	Kansas House of Representatives 047	Candidate	CountyVotes	County	StateVotes	State 
Jefferson	Kansas House of Representatives 047	D-Michael D. Caddell	2458	30	3122	32 
Jefferson	Kansas House of Representatives 047	R-Ronald B. Ellis	5713	70	6789	69 
Jefferson	Member, State Board of Education 004	Candidate	CountyVotes	County	StateVotes	State 
Jefferson	Member, State Board of Education 004	D-Ann E. Mah	3462	43	72167	58 
Jefferson	Member, State Board of Education 004	R-Sue E. Mollenkamp	4526	57	51336	42 
Jefferson	Supreme Court Justice- 01	Candidate	CountyVotes	County	StateVotes	State 
Jefferson	Supreme Court Justice- 01	Carol A. Beier -  YES	4432	57	603487	56 
